Research name,Publication Title,Author List,Conf/Journal Details,Citation count,Year,Filename,Ignore Y/N
Brian Davis,On designing controlled natural languages for semantic annotation,"Brian Davis, Pradeep Dantuluri, Laura Dragan, Siegfried Handschuh, Hamish Cunningham",International Workshop on Controlled Natural Language 187-205,6,2009,,
Brian Davis,Implicit and explicit aspect extraction in financial microblogs,"Thomas Gaillat, Bernardo Stearns, Ross Mcdermott, Gopal Sridhar, Manel Zarrouk, Brian Davis",Annual Meeting of the Association for Computational Linguistics),4,2018,,
Brian Davis,Challenges and opportunities for detecting and measuring diffusion of scientific impact across heterogeneous altmetric sources,"Brian Davis, Ioana Hulpuş, Mike Taylor, Conor Hayes",,2,2016,,
Brian Davis,Towards predicting academic impact from mainstream news and weblogs: A heterogeneous graph based approach,"Mohan Timilsina, Brian Davis, Mike Taylor, Conor Hayes",2016 IEEE/ACM International Conference on Advances in Social Networks …,8,2016,,
Brian Davis,SSIX Big Data Technologies and Methods for Leveraging Social Sentiment Data in Multiple Business Domains,"Keith Cortis, Waqas Khawaja, Ross Mcdermott, Laurentiu Vasiliu, Adamantios Koumpis, Siegfried Handschuh, Brian Davis",,0,2017,,
Brian Davis,Squeezing lemon with GATE,"Brian Davis, Fadi Badra, Paul Buitelaar, Tobias Wunner, Siegfried Handschuh",Proceedings of the 2nd International Conference on Multilingual Semantic Web …,7,2011,,
Brian Davis,Towards controlled natural language for semantic annotation,"Brian Davis, Pradeep Dantuluri, Siegfried Handschuh, Hamish Cunningham",Semantic-Enabled Advancements on the Web: Applications Across Industries 94-122,5,2012,,
Brian Davis,Linse: A distributional semantics entity search engine,"Juliano Efson Sales, Andre Freitas, Siegfried Handschuh, Brian Davis",Proceedings of the 38th International ACM SIGIR Conference on Research and …,2,2015,,
Brian Davis,WP11: Multilingual Semantic Wiki,"Kaarel Kaljurand, Cristina España-Bonet, Seppo Nyrkkö, Meritxell Gonzalez, Milen Chechev, Mariana Damova, Ramona Enache, Lluís Marquez, Maria Mateva, Aarne Ranta, Laura Tolosi, Jeroen Van Grondelle, Joris Van Aart, Olga Caprotti, Jordi Saludes, Sebastian Xambó, Thomas Hallgren, John Camilleri, Grégoire Détrez, Brian Davis, Laurette Pretorius",Conference on Intelligent Computer Mathematics/OpenMath Workshop,0,2012,,
Brian Davis,Controlled Natural Language,"Kaarel Kaljurand, Brian Davis, Tobias Kuhn",Springer International Publishing,0,2014,,
Brian Davis,"Controlled Natural Language: 5th International Workshop, CNL 2016, Aberdeen, UK, July 25-27, 2016, Proceedings","Brian Davis, Gordon J Pace, Adam Wyner",Springer,0,2016,,
Brian Davis,WWW'18 open challenge: financial opinion mining and question answering,"Macedo Maia, Siegfried Handschuh, Andre Freitas, Brian Davis, Ross Mcdermott, Manel Zarrouk, Alexandra Balahur",Companion Proceedings of the The Web Conference 2018 1941-1942,9,2018,,
Brian Davis,A brief state of the art of CNLs for ontology authoring,"Hazem Safwat, Brian Davis",International Workshop on Controlled Natural Language 190-200,15,2014,,
Brian Davis,Natural language generation from ontologies,"Kalina Bontcheva, Brian Davis",Semantic Knowledge Management 113-127,8,2009,,
Brian Davis,Social impact assessment of scientist from mainstream news and weblogs,"Mohan Timilsina, Waqas Khawaja, Brian Davis, Mike Taylor, Conor Hayes",Social Network Analysis and Mining 7 (1) 48,7,2017,,
Brian Davis,Extracting semantic knowledge from unstructured text using embedded controlled language,"Hazem Safwat, Normunds Gruzitis, Brian Davis, Ramona Enache",2016 IEEE Tenth International Conference on Semantic Computing (ICSC) 87-90,4,2016,,
Brian Davis,LRE journal CNL introduction,"Brian Davis, Tobias Kuhn, Kaarel Kaljurand",Language Resources and Evaluation 51 (1) 9-11,15,2017,,
Brian Davis,CoSACT: A collaborative tool for fine-grained sentiment annotation and consolidation of text,"Tobias Daudert, Manel Zarrouk, Brian Davis",Proceedings of the First Workshop on Financial Technology and Natural …,3,2019,,
Brian Davis,Integrated Knowledge Workbench,"Heiko Haller, Max Völkel, Andreas Abecker, Brian Davis, Henrik Edlund, Kristina Groth, Rosa Gudjonsdottir, Mikhail Kotelnikov, Pär Lannerö, Sinna Lindquist, Mikhail Sogrin, Yngve Sundblad, Bosse Westerlund, Laura Dragan, Simon Scerri, Alexander Schutz, Pradeep Varma",,0,2009,,
