Research name,Publication Title,Author List,Conf/Journal Details,Citation count,Year,Filename,Ignore Y/N
Alan F. Smeaton,Selected papers from multimedia modeling conference 2009,"Benoit Huet, Alan F. Smeaton, Ketan Mayer-Patel, Yannis Avrithis",EURASIP Journal on Image and Video Processing 2010,0,2010,,
Alan F. Smeaton,Exploring boundaries to the benefits of lifelogging for identity maintenance for people with dementia,"Paulina Piasek, Kate Irving, Alan F. Smeaton",International Journal of Mobile Human Computer Interaction (IJMHCI) 7 (4) 76-90,3,2015,,
Alan F. Smeaton,Interactive surveillance event detection at TRECVid2012,"Suzanne Little, Iveel Jargalsaikhan, Kathy Clawson, Marcos Nieto, Hao Li, Cem Direkoglu, Noel O’Connor, Alan F. Smeaton, Jun Li, Brian Scotney, Hui Wang, Seán Gaines, Aitor Rodriguez, Pedro Sanchez, Ana Martınez Llorens, Karina Villarroel Peniza, Roberto Gimenez, Raúl Santos De La Cámara, Anna Mereu, Celso Prados, Emmanouil Kafetzakis",Proceedings of the 3rd ACM conference on International conference on …,1,2013,,
Alan F. Smeaton,Web-based monitoring of year-length deployments of autonomous gas sensing platforms on landfill sites,"Fiachra Collins, Dylan Orpen, Cormac Fay, Colum Foley, Alan F. Smeaton, Dermot Diamond",Sensors 2011 IEEE 1620-1623,10,2011,,
Alan F. Smeaton,Introducing social networks and brain computer interaction,"Steven Bourke, Graham Healy, Alan F. Smeaton, Barry Smyth",iHCI 2012: Irish Human Computer Interaction Conference 2012 20-21 June 2012 …,0,2012,,
Alan F. Smeaton,"TRECVID 2010–An Introduction to the Goals, Tasks, Data, Evaluation Mechanisms, and Metrics","Paul Over, George Awad, Jonathan Fiscus, Brian Antonishek, Martial Michel, Alan F. Smeaton, Wessel Kraaij, Georges Quénot",Proceedings of TRECVid,86,2010,,
Alan F. Smeaton,Shape matching method for indexing and retrieving multimedia data,"Thomas Adamek, Noel O’Connor, Sean Marlow, Noel Murphy, Alan F. Smeaton",US Patent 7620250,18,2009,,
Alan F. Smeaton,Interactivity and Multimedia in Case-Based Recommendation,"Eoin Hurrell, Alan F. Smeaton, Barry Smyth",Proceedings of the Twenty-Fifth International Florida Artificial …,2,2012,,
Alan F. Smeaton,Proceedings of the Workshop on Sentiment Analysis where AI meets Psychology (SAAIP 2011)},"Eduard Hovy, Adam Bermingham, Alan F. Smeaton, Yi-Jie Tang, Hsin-Hsi Chen, Myriam Munezero, Tuomo Kakkonen, Calkin Montero, Leila Amgoud, Florence Bannay, Charlotte Costedoat, Patrick Saint-Dizier, Camille Albert, Erik Cambria, Amir Hussain, Chris Eckl, Carmen Banea, Rada Mihalcea, Janyce Wiebe, Takashi Inui, Mikio Yamamoto, Dipankar Das, Sivaji Bandyopadhyay, Praphul Chandra, Erik Cambria, Alvin Pradeep, Alexandra Roshchina, John Cardiff, Paolo Rosso, Khurshid Ahmad, Nicholas Daly, Vanessa Liston, Huey Yee Lee, Hemnaath Renganathan, Ji Fang, Bi Chen, Akshat Bakliwal, Piyush Arora, Ankit Patil, Vasudeva Varma",Proceedings of the Workshop on Sentiment Analysis where AI meets Psychology …,0,2011,,
Alan F. Smeaton,TRECVID 2017 Video to Text Description,"Asad Butt, George Awad, Alan F. Smeaton",2017 TREC Video Retrieval Evaluation Notebook Papers and Slides,0,2017,,
Alan F. Smeaton,Gender diversity in SIGMM: we'll just leave this here as well,Alan F. Smeaton,ACM SIGMultimedia Records 10 (4) 1-1,0,2019,,
Alan F. Smeaton,Combining wearable sensors for location-free monitoring of gait in older people,"Alan F. Smeaton, James Lanagan, Brian Caulfield",Journal of Ambient Intelligence and Smart Environments 4 (4) 335-346,10,2012,,
Alan F. Smeaton,"Trecvid 2017: Evaluating ad-hoc and instance video search, events detection, video captioning and hyperlinking","George Awad, Asad Butt, Jonathan Fiscus, David Joy, Andrew Delgado, Martial Michel, Alan F. Smeaton, Yvette Graham, Wessel Kraaij, Georges Quénot, Maria Eskevich, Roeland Ordelman, Gareth Jones, Benoit Huet",Proceedings of TRECVID NIST Gaithersburg Md.,82,2017,,
Alan F. Smeaton,Video digital libraries: contributive and decentralised,"James Lanagan, Alan F. Smeaton",International Journal on Digital Libraries 12 (4) 159-178,12,2012,,
Alan F. Smeaton,Special Issue Best Papers of ACM MULTIMEDIA 2013,"Ralf Steinmetz, Gheorghita Ghinea, Christian Timmerer, Weisi Lin, Stephen Gulliver, Zheng-Jun Zha, Lei Zhang, Max Mühlhäuser, Alan F. Smeaton",ACM Transactions on Multimedia Computing Communications and Applications …,0,2014,,
Alan F. Smeaton,"Design, Deployment and Assessment of a Movie Archive System for Film Studies-A Case Study","Nazlena Mohamad Ali, Alan F. Smeaton, Hyowon Lee, Patrick Brereton, Finnian Buckley",The International Journal of Multimedia & Its Applications 4 (5) 1,1,2012,,
Alan F. Smeaton,Method and system for locating data,"Alan F. Smeaton, Colum Foley, Gareth Jones",US Patent 8090680,5,2012,,
Alan F. Smeaton,Proceedings of the 2010 international conference on Multilingual and multimodal information access evaluation: cross-language evaluation forum,"Maristella Agosti, Nicola Ferro, Carol Peters, Maarten De Rijke, Alan F. Smeaton",Springer-Verlag,0,2010,,
Alan F. Smeaton,A novel buffer underflow avoidance scheme for multiple-source high quality multimedia delivery,"Seung-Bum Lee, Alan F. Smeaton, Gabriela Magureanu",IEEE Communications Letters 14 (6) 590-592,5,2010,,
Alan F. Smeaton,SAVASA -- Standards-based Approach to Video Archive Search and Analysis,"Hui Little, Suzanne And Clawson, Kathy And Direkoglu",14th International Workshop on Image and Audio Analysis for Multimedia …,0,2013,,
Alan F. Smeaton,CLEF 2010 conference on multilingual and multimodal information access evaluation,"Maristella Agosti, Martin Braschler, Khalid Choukri, Nicola Ferro, Donna Harman, Carol Peters, Emanuele Pianta, Maarten De Rijke, Alan F. Smeaton",ACM SIGIR Forum 44 (2) 8-12,0,2011,,
Alan F. Smeaton,MultiMWE: Building a Multi-lingual Multi-Word Expression (MWE) Parallel Corpora,"Lifeng Han, Gareth Jones, Alan F. Smeaton",Proceedings of The 12th Language Resources and Evaluation Conference …,0,2020,,
Alan F. Smeaton,Assistive technology: Understanding the needs and experiences of individuals with autism spectrum disorder and/or intellectual disability in Ireland and the UK,"Sean J O’Neill, Sinead Smyth, Alan F. Smeaton, Noel O’Connor",Assistive Technology 109,5,2019,,
Alan F. Smeaton,Tennissense: A multi-modal sensing platform for sport,"Noel O’Connor, Philip Kelly, Ciarán O’Conaire, Damien Connaghan, Alan F. Smeaton, Brian Caulfield, Dermot Diamond, N Moyna",EICIM News Special Edition on the Sensor Web 1 1,4,2009,,
Alan F. Smeaton,Proceedings of the 23rd ACM international conference on Multimedia,"Xiaofang Zhou, Alan F. Smeaton, Qi Tian, Dick Ca Bulterman, Heng Tao Shen, Ketan Mayer-Patel, Shuicheng Yan",23rd ACM International Conference on Multimedia,0,2015,,
Alan F. Smeaton,"A bibliometric study of Video Retrieval Evaluation Benchmarking (TRECVid): A methodological analysis (vol 37, pg 577, 2011)","Clare V Thornley, Shane J Mcloughlin, Andrea C Johnson, Alan F. Smeaton",Journal of Information Science 38 (2) 201-201,0,2012,,
Alan F. Smeaton,Advances in Visual Informatics,"Azizah Jaafar, Nazlena Mohamad Ali, Peter Robinson, Halimah Badioze Zaman, Alan F. Smeaton, Timothy K Shih, Sergio Velastin",Springer International Publishing,1,2015,,
Alan F. Smeaton,Special section on object and event classification in large-scale video collections,"Changsheng Xu, Alan Hanjalic, Shuicheng Yan, Qingshan Liu, Alan F. Smeaton",IEEE Transactions on Multimedia 14 (1) 1-2,2,2012,,
Alan F. Smeaton,Tracking Skin Colour and Wrinkle Changes During Cosmetic Product Trials Using Smartphone Images,"Alan F. Smeaton, Swathikiran Srungavarapu, Cyril Messaraa, Claire Tansey",Skin Research & Technology 1-8,0,2020,,
Alan F. Smeaton,"Advances in Visual Informatics: 4th International Visual Informatics Conference, IVIC 2015, Bangi, Malaysia, November 17-19, 2015, Proceedings","Halimah Badioze Zaman, Peter Robinson, Alan F. Smeaton, Timothy K Shih, Sergio Velastin, Azizah Jaafar, And Nazlena Mohamad Ali",Springer,6,2015,,
Alan F. Smeaton,Proceedings of the 15th International Multimedia Modeling Conference on Advances in Multimedia Modeling,"Benoit Huet, Alan F. Smeaton, Ketan Mayer-Patel, Yannis Avrithis",Springer-Verlag,0,2009,,
Alan F. Smeaton,Wearable cameras in health: the state of the art and future possibilities,"Aiden Doherty, Steve E Hodges, Abby C King, Alan F. Smeaton, Emma Berry, Chris Moulin, Siân Lindley, Paul Kelly, Charlie Foster",American Journal of Preventive Medicine 44 (3) 320-323,175,2013,,
Alan F. Smeaton,"TRECVID 2013--An overview of the goals, tasks, data, evaluation mechanisms, and metrics","Paul Over, Jonathan Fiscus, Gregory A Sanders, David Joy, Martial Michel, George Awad, Alan F. Smeaton, Wessel Kraaij, Georges Quénot",TRECVID Publications Home,685,2014,,
Alan F. Smeaton,"Advances in Multimedia Modeling: 15th International Multimedia Modeling Conference, MMM 2009, Sophia-Antipolis, France, January 7-9, 2009. Proceedings.","Benoit Huet, Alan F. Smeaton, Ketan Mayer-Patel, Yannis Avrithis",Springer,0,2009,,
Alan F. Smeaton,Designing Interactive Applications with Multimedia Content-based Analysis Techniques.,"Hyowon Lee, Nazlena Mohamad Ali, Alan F. Smeaton",International Journal of Digital Content Technology & its Applications 7 (8),4,2013,,
Alan F. Smeaton,TREC video retrieval evaluation TRECVID 2014,"Paul Over, Alan F. Smeaton, George Awad, Wessel Kraaij, A Ellis, D Dimmick, Georges Quénot, Jonathan Fiscus, S Strassel, M Shah, David Joy, X Li, C Place, Gregory A Sanders, T Laprarie, Martial Michel",National Institute of Standards and Technology (NIST),0,2014,,
Alan F. Smeaton,"Inhibition and Updating, but not Switching, Predict Developmental Dyslexia and Individual Variation in Reading Ability","Caoilainn Doyle, Alan F. Smeaton, Richard Roche, Lorraine Boran",Frontiers in Psychology 9 795,8,2018,,
Alan F. Smeaton,RETRIEVAL & KNOWLEDGE MANAGEMENT,"Ramlan Mahmod, Rusli Abdullah, Lili Nurliyana Abdullah, Tengku Mohd Sembok, Alan F. Smeaton, Fabio Crestani, Shyamala Doraisamy, Rabiah Abdul Kadir, Mahamod Ismail",Information Retrieval & Knowledge Management (CAMP) 2012 International …,0,2012,,
Alan F. Smeaton,"Advances in Visual Informatics [electronic resource]: 5th International Visual Informatics Conference, IVIC 2017, Bangi, Malaysia, November 28–30, 2017, Proceedings/edited by …","Badioze Zaman, Peter Robinson, Alan F. Smeaton, Timothy K Shih, Sergio Velastin, Tada Terutoshi, Azizah Jaafar, Mohamad Ali",Cham: Springer International Publishing: Imprint: Springer 2017.,0,2017,,
Alan F. Smeaton,Interpreting CNN for Low Complexity Learned Sub-pixel Motion Compensation in Video Coding,"Luka Murn, Saverio Blasi, Alan F. Smeaton, Noel O’Connor, Marta Mrak",27th IEEE International Conference on Image Processing 25-28 Oct 2020 Abu …,0,2020,,
Alan F. Smeaton,Cognitive linguistic outcomes from group reminiscence intervention using computerized group recommendation software in nursing homes,"J O’Rourke, Adam Bermingham, Alan F. Smeaton, Kate Irving, Dr Collins",European Geriatric Medicine S112,0,2013,,
Alan F. Smeaton,End-to-End Conditional GAN-based Architectures for Image Colourisation,"Marc Górriz, Marta Mrak, Alan F. Smeaton, Noel O’Connor",IEEE 21st International Workshop on Multimedia Signal Processing Kuala …,1,2019,,
Alan F. Smeaton,Watching the watchers: quantifying the duration and nature of children’s after-school screen time,"Belinda Lowe, Moira Smith, Richard Jaine, Michelle Barr, Tim Chambers, James Stanley, Jiang Zhou, Aaron Duane, Cathal Gurrin, Alan F. Smeaton, Cliona Ni Mhurchu, Louise Signal",Obesity Reviews 17 181,0,2016,,
Alan F. Smeaton,Information Retrieval & Knowledge Management (CAMP 2012),"Ramlan Mahmod, Lili Nurliyana Abdullah, Alan F. Smeaton, Shyamala Doraisamy, Rusli Abdullah, Tengku Mohd Sembok, Fabio Crestani, Rabiah Abdul Kadir, Mahamod Ismail",,0,2012,,
Alan F. Smeaton,Multimedia information retrieval and environmental monitoring: Shared perspectives on data fusion,"Alan F. Smeaton, Edel O’Connor, Fiona Regan",Ecological Informatics 23 118–125,9,2014,,
Alan F. Smeaton,Recommendations for Incorporating Lifelogging Technologies into Therapeutic Approaches for People with Dementia,"Paulina Piasek, Alan F. Smeaton, Kate Irving",Irish Journal of Medical Science 183 S379-S379,0,2014,,
Alan F. Smeaton,Case Studies of the Effects of SenseCam Therapy on Identity in People with Early Stage Dementia,"P Piasek, Kate Irving, Alan F. Smeaton",Irish Journal of Medical Science 182 S287-S287,0,2013,,
Alan F. Smeaton,Insight DCU at TRECVid 2015.,"Kevin McGuinness, Eva Mohedano, Amaia Salvador, Zhenxing Zhang, Mark Marsden, Peng Wang, Iveel Jargalsaikhan, Joseph Antony, Xavier Giró Nieto, Shin’Ichi Satoh, Noel O’Connor, Alan F. Smeaton",TRECVID,1,2015,,
Alan F. Smeaton,CHARACTERIZATION OF SOLID STATE LIGHTING PRODUCTS FOR MEASUREMENT INTERCOMPARISONS,C Cameron Miller,,0,2009,,
Alan F. Smeaton,Image and video retrieval evaluation,"Alan F. Smeaton, Paul Over, Aiden Doherty",Computer vision and image understanding 114 (4) 411-418,0,2010,,
Alan F. Smeaton,"Multilingual and Multimodal Information Access Evaluation: International Conference of the Cross-Language Evaluation Forum, CLEF 2010, Padua, Italy, September 20-23, 2010 …","Maristella Agosti, Nicola Ferro, Carol Peters, M. De Rijke, Alan F. Smeaton",Springer-Verlag New York Inc,14,2010,,
Alan F. Smeaton,"Corrigendum to Clare V. Thornley, Shane J. McLoughlin, Andrea C. Johnson and Alan F. Smeaton (2011) A bibliometric study of Video Retrieval Evaluation Benchmarking (TRECVid): A …","Clare V Thornley, Shane J Mcloughlin, Andrea C Johnson, Alan F. Smeaton",Journal of information science 38 (2),0,2012,,
Alan F. Smeaton,"Information Retrieval Technology: 10th Asia Information Retrieval Societies Conference, AIRS 2014, Kuching, Malaysia, December 3-5, 2014. Proceedings","Azizah Jaafar, Nazlena Mohamad Ali, Shahrul Azman Mohd Noah, Alan F. Smeaton, Peter Bruza, Zainab Abu Bakar, Nursuriati Jamil, Tengku Mohd Sembok",Springer,6,2014,,
Alan F. Smeaton,"Trecvid 2016: Evaluating video search, video event detection, localization, and hyperlinking","George Awad, Jonathan Fiscus, David Joy, Martial Michel, Alan F. Smeaton, Wessel Kraaij, Georges Quénot, Maria Eskevich, Robin Aly, Roeland Ordelman, Marc Ritter, J.F. Jones, Gareth Jones, Benoit Huet, Martha Larson",Proceedings of TRECVID 2016,121,2016,,
Alan F. Smeaton,Using Twitter to detect and tag important events in live sports,"James Lanagan, Alan F. Smeaton",Fifth International AAAI Conference on Weblogs and Social Media (ICWSM …,91,2011,,
Alan F. Smeaton,Online adaptive feature weighting for spatiogram-bank tracking,"Ciarán O’Conaire, Noel O’Connor, Alan F. Smeaton",Pattern Analysis & Applications 15 (4) 367-377,1,2012,,
Alan F. Smeaton,"Trecvid 2011–an overview of the goals, tasks, data, evaluation mechanisms and metrics","George Awad, Jonathan Fiscus, Brian Antonishek, Martial Michel, Alan F. Smeaton, Wessel Kraaij",in Proc. of TRECVID 2011. Geithesburg,2,2011,,
Alan F. Smeaton,基于感知概念和有限状态机的体育视频语义内容分析模型,老松杨， 白亮， 刘海涛,小型微型计算机系统 1137-1141,1,2009,,
Alan F. Smeaton,Issues of Informed Consent from Persons with Dementia When Employing Assistive Technologies,"Peter Novitzky, Cynthia Chen, Alan F. Smeaton, Renaat Verbruggen, Bert Gordijn",Intelligent Assistive Technologies for Dementia: Clinical Ethical Social …,1,2019,,
Alan F. Smeaton,The TRECVid 2008 BBC Rushes Summarization Evaluation| NIST,"Paul Over, Alan F. Smeaton, George Awad",ACM Conference on Multimedia 2008,0,2009,,
Alan F. Smeaton,A bibliometric study of Video Retrieval Evaluation Benchmarking (TRECVid): A methodological analysis,"Clare V Thornley, Shane J Mcloughlin, Andrea C Johnson, Alan F. Smeaton",Journal of Information Science 37 (6) 577-593,14,2011,,
Alan F. Smeaton,Wearable cameras for studying children’s beverage environments,"Moira Smith, James Stanley, Michelle Barr, Tim Chambers, Alexis Balina, Cliona Ni Mhurchu, Alan F. Smeaton, Cathal Gurrin, Jiang Zhou, Aaron Duane, Nick Wilson, Louise Signal",Annual Meeting of the International Society of Behavioral Nutrition and …,0,2017,,
Alan F. Smeaton,Where is the user in multimedia retrieval?,"Marcel Worring, Paul Sajda, Simone Santini, David A Shamma, Alan F. Smeaton, Qiang Yang",IEEE MultiMedia 19 (4) 6-10,18,2012,,
Alan F. Smeaton,Integration of multimodal data sources in designing decision support tools for marine resource management.,"Timothy Sullivan, Edel O’Connor, Dian Zhang, Ciprian Briciu Burghina, Brendan Heery, Noel O’Connor, Alan F. Smeaton, Fiona Regan",,1,2013,,
Alan F. Smeaton,Chroma Intra Prediction with attention-based CNN architectures,"Marc Górriz, Saverio Blasi, Alan F. Smeaton, Noel O’Connor, Marta Mrak",27th IEEE International Conference on Image Processing 25-28 Oct 2020 Abu …,0,2020,,
Alan F. Smeaton,Supporting browsing of user generated video on a tablet,"Frank Hopfgartner, David Scott, Jinlin Guo, Yang Yang, Cathal Gurrin, Alan F. Smeaton",Proceedings of the 2nd ACM International Conference on Multimedia Retrieval 64,2,2012,,
Alan F. Smeaton,"TRECVid 2011 - An overview of the goals, tasks, data, evaluation mechanisms and metrics","Paul Over, George Awad, Jonathan Fiscus, Brian Antonishek, Martial Michel, Alan F. Smeaton, Wessel Kraaij, Georges Quénot",The TRECVid Workshop,685,2011,,
