Research name,Publication Title,Author List,Conf/Journal Details,Citation count,Year,Filename,Ignore Y/N
Gareth Jones,Utilisation of Linguistic and Paralinguistic Features for Academic Presentation Summarisation,"Keith Curtis, Nick Campbell, Gareth Jones",International Joint Conference on Computer Vision Imaging and Computer …,0,2018,,
Gareth Jones,Assessing the true prevalence and severity of pain: why current methods need to change: 0022,"C Bond, E Fluess, Gary Macfarlane, Gareth Jones",International Journal of Pharmacy Practice 22,0,2014,,
Gareth Jones,"Report on CLEF 2015: Experimental IR Meets Multilinguality, Multimodality, and Interaction","Linda Cappellato, Nicola Ferro, Gareth Jones, Jaap Kamps, Josiane Mothe, Karen Pinel-Sauvagnat, Eric San Juan, Jacques Savoy",,2,2015,,
Gareth Jones,Convenient discovery of archived video using audiovisual hyperlinking,"Roeland Ordelman, Robin Aly, Maria Eskevich, Benoit Huet, Gareth Jones",Proceedings of the Third Edition Workshop on Speech Language & Audio in …,5,2015,,
Gareth Jones,Current evidence of MTX efficacy in childhood chronic uveitis: a systematic review and meta-analysis,"G Simonini, P Paudyal, Gareth Jones, R Cimaz, Gary Macfarlane",Pediatric Rheumatology 9 (1) 1-1,0,2011,,
Gareth Jones,I39. Epidemiological Studies Informing New Trials of Managing Patients with Fibromyalgia,Gareth Jones,Rheumatology 53 (suppl_1) i9-i9,0,2014,,
Gareth Jones,"Reports from Other Evaluation Campaigns and Panel Discussion: TREC is 20 Years Old, Where Now for Evaluation Campaigns?","Mark Sanderson, William Webber, Ian Soboroff, Gareth Jones, Andrew Trotman, Shlomo Geva, Nicola Ferro, Hideo Joho",EVIA@ NTCIR,0,2011,,
Gareth Jones,A Two-stage Transfer Learning Approach for Storytelling Linking.,"Hao Wu, Gareth Jones, François Pitié, Seamus Lawless",TRECVID,0,2018,,
Gareth Jones,Report on the CHIIR 2018 Workshop on Evaluation of Personalisation in Information Retrieval (WEPIR 2018),"Gareth Jones, Nicholas J Belkin, Seamus Lawless, Gabriella Pasi",ACM SIGIR Forum 52 (1) 129-134,3,2018,,
Gareth Jones,A proposed method for laboratory-based evaluation of personalised information retrieval,"Gareth Jones, Gabriella Pasi, Andrea Angiolillo, Camilla Sanvitto",Proceedings of WEPIR,1,2018,,
Gareth Jones,Third Workshop on Evaluation of Personalisation in Information Retrieval (WEPIR 2020) In Memoriam Seamus Lawless,"Gareth Jones, Nicholas J Belkin, Noriko Kando, Gabriella Pasi",Proceedings of the 2020 Conference on Human Information Interaction and …,0,2020,,
Gareth Jones,"Report on CLEF 2017: Experimental IR Meets Multilinguality, Multimodality, and Interaction","Linda Cappellato, Nicola Ferro, Lorraine Goeuriot, Julio Gonzalo, Gareth Jones, Liadh Kelly, Seamus Lawless, Thomas Mandl",ACM SIGIR Forum 51 (3) 67-77,0,2018,,
Gareth Jones,A Preliminary Investigation into the Diagnostic Accuracy of Clinical Neurological Examination in Patients with Lumbar Radiating Leg Pain,"Kate Thompson, Osama Tashani, Gareth Jones",Pain and Rehabilitation-the Journal of Physiotherapy Pain Association 2014 …,0,2014,,
Gareth Jones,Mediaeval 2013 visual privacy task: Warping-based privacy protection tool,"Pavel Korshunov, Touradj Ebrahimi",CEUR Workshop Proceedings 1043 (CONF),3,2013,,
Gareth Jones,Partially labeled supervised topic models for RetrievingSimilar questions in CQA forums,"Debasis Ganguly, Gareth Jones",Proceedings of the 2015 International Conference on The Theory of …,4,2015,,
Gareth Jones,A gamified approach to relevance judgement,"Debasis Ganguly, Gareth Jones",International Conference of the Cross-Language Evaluation Forum for European …,2,2016,,
Gareth Jones,Multilingual Information Access Evaluation II-Multimedia Experiments,"Barbara Caputo, Julio Gonzalo, Gareth Jones, Jayashree Kalpathy-Cramer, Henning Muller, Theodora Tsikrika",Springer-Verlag Berlin Heidelberg,5,2010,,
Gareth Jones,Overview of the Automated Story Illustration Task at FIRE,"Debasis Ganguly, Iacer Calixto, Gareth Jones",,0,2015,,
Gareth Jones,Estimating gaussian mixture models in the local neighbourhood of embedded word vectors for query performance prediction,"Dwaipayan Roy, Debasis Ganguly, Mandar Mitra, Gareth Jones",Information Processing & Management 56 (3) 1026-1045,6,2019,,
Gareth Jones,"MediaEval 2016: Multimedia Benchmark Workshop, Working Notes Proceedings of the MediaEval 2016 Workshop Hilversum, The Netherlands, October 20-21, 2016","Guillaume Gravier, C-H Demarty, H Bredin, Bogdan Ionescu, C Boididou, E Dellandrea, Jaeyoung Choi, M Riegler, R Sutcliffe, I Szoke, Gareth Jones, Martha Larson",[Sl]: CEUR,0,2016,,
Gareth Jones,Iterative Refinement Methods for Enhanced Information Retrieval,"Dong Zhou, Mark Truran, Jianxun Liu, Wei Li, Gareth Jones",International journal of intelligent systems 29 (4) 341-364,1,2014,,
Gareth Jones,Light-quark and gluon jet discrimination in pp collisions at (Formula presented.) with the ATLAS detector,"P Jackson, N Soni, Mj White, J Bouffard, W Edson, J Ernst, S Guindon, V Jain, Ai Butt, K Chan, P Czodrowski, Dm Gingrich, Rw Moore, Jl Pinfold, A Saddique, A Sbrizzi, Hs Subramania, Vaque F Vives, O Cakir, Ak Ciftci, R Ciftci, Yildiz H Duran, S Kuday, S Sultansoy, Cakir I Turk, Murat Yilmaz, Z Barnovska, N Berger, M Delmastro, L Di Ciaccio, Tko Doan, S Elles, C Goy, T Hryn’Ova, S Jézéquel, H Keoshkerian, I Koletsou, R Lafaye, J Levêque, Vp Lombardo, N Massol, H Przysiezniak, G Sauvage, E Sauvan, M Schwoerer, O Simard, T Todorov, I Wingerter-Seez, L Asquith, B Auerbach, Re Blair, S Chekanov, Jt Childers, Ej Feng, At Goshaw, T Lecompte, J Love, D Malon, Dh Nguyen, L Nodulman, A Paramonov, Le Price, J Proudfoot, Ferrando Bm Salvachua, Rw Stanek, P Van Gemmeren, A Vaniachine, R Yoshida, J Zhang, E Cheu, Ka Johns, V Kaushik, Cl Lampen, W Lampl, X Lei, R Leone, P Loch, R Nayyar, F O’Grady, Jp Rutherfoord, Ma Shupe, B Toggerson, Ew Varnes, J Veatch, A Brandt, D Côté, S Darmora, K De, A Farbin, J Griffiths, Hk Hadavand, L Heelan, Hy Kim, M Maeno, P Nilsson, N Ozturk, R Pravahan, M Sosebee, B Spurlock, Ar Stradling, G Usai, A Vartapetian, A White, J Yu, S Angelidakis, A Antonaki, S Chouridou, D Fassouliotis, N Giokaris, P Ioannou, K Iordanidou, C Kourkoumelis, A Manousakis-Katsikakis, N Tsirintanis, T Alexopoulos, M Byszewski, M Dris, En Gazis, G Iakovidis, K Karakostas, N Karastathis, S Leontsinis, S Maltezos, K Ntekas, E Panagiotopoulou, Td Papadopoulou, G Tsipolitis, S Vlachos, F Ahmadov, N Huseynov, N Javadov, F Khalil-Zada, M Bosman, Armadans R Caminal, Mp Casado, M Cavalli-Sforza, Mc Conidi, A Cortes-Gonzalez, T Farooque, S Fracchia, V Giangiobbe, Parra G Gonzalez, S Grinstein, Rozas A Juste, I Korolkov, E Le Menedeu, M Martinez, Lm Mir, Berlingen J Montejo, Pages A Pacheco",The European Physical Journal C-Particles and Fields 74 (8) 1-29,0,2014,,
Gareth Jones,"Incidence, Diagnosis and Management of Injury in Sport Climbing and Bouldering: A","Gareth Jones, Volker Schöffl",Environ Med 24 (3) 187-94,0,2013,,
Gareth Jones,LEARNING CURVE IN MINIMALLY INVASIVE TOTAL KNEE ARTHROPLASTY AS MEASURED BY POST-OPERATIVE COMPLICATION RATE: A1117.,"Gareth Jones, Jp Hollingdale",The Journal of Bone and Joint Surgery-british Volume 93,0,2011,,
Gareth Jones,CEA LIST's Participation at the MediaEval 2013 Retrieving Diverse Social Images Task.,Adrian Popescu,MediaEval,6,2013,,
Gareth Jones,Evaluation of personalised information retrieval at CLEF 2018 (PIR-CLEF),"Gabriella Pasi, Gareth Jones, Keith Curtis, Stefania Marrara, Camilla Sanvitto, Debasis Ganguly, Procheta Sen",International Conference of the Cross-Language Evaluation Forum for European …,5,2018,,
Gareth Jones,Essentials in Rheumatology: Disease Management I29. Recognition and Management of the Auto-Inflammatory Diseases,"Dennis Mcgonagle, Frank Mckenna, Toby Maher, Ronan Kavanagh, Anne-Marie Cunningham, Martin Lee, Ruth Grosart, Richard Wakefield, David Kane, Wolfgang Schmidt, Tracey Young, Mwidimi Ndosi, Martyn Lewis, Claire Hale, Howard Bird, Sarah Ryan, Helen Quinn, Elizabeth Mcivor, Julia Taylor, Gail Burbage, Deborah Bond, Jo White, Debbie Chagadama, Sandra Green, Lesley Kay, Adrian V Pace, Victoria Bejarano, Paul Emery, Jackie Hill, Michael Hurley, Mark Porcheret, Oliver Hart, David Oliver, Laura Coates, Michael Backhouse, Laura Coates, David Pickles, Victoria Chamberlain, Karen Partridge, David Pickles, Andrew Keat, Peter Maddison, Peter Taylor, Andrew Dillon, Victoria Chapman, Tamar Pincus, Dave Shelton, Esteban Ballestar, John Loughlin, Paul-Peter Tak, Rab Prinjha, Lesley Regan, David D’Cruz, Gareth Jones, Jenny Lewis, Marlies Den Hollander, Marielle Goossens, Jeroen De Jong, Rob Smeets, Johan Vlaeyen, John Ioannou, Janet Mcdonagh, Jacqui Clinch, Clarissa Pilkington, Stefan Siebert, Jane Martindale, Colin Beevor, Claire Jeffries, Chris Deighton, Alan Nye, Debbie Cook, Peter Taylor, Jill Firth, David Pickles, Victoria Chamberlain, Peter Taylor, Paul Emery",Rheumatology 52 (suppl_1) i8-i17,0,2013,,
Gareth Jones,An Embedding Based IR Model for Disaster Situations,"Ayan Bandyopadhyay, Debasis Ganguly, Mandar Mitra, Sanjoy Kumar Saha, Gareth Jones",Information Systems Frontiers 20 (5) 925-932,5,2018,,
Gareth Jones,Report on the sigir 2016 workshop on medical information retrieval (medir),"Lorraine Goeuriot, Steven Bedrick, Gareth Jones, Anastasia Krithara, Henning Muller, George Paliouras",ACM SIGIR Forum 50 (2) 76-81,1,2017,,
Gareth Jones,SAVA at MediaEval 2015: Search and Anchoring in Video Archives.,"Maria Eskevich, Robin Aly, Roeland Ordelman, David Racca, Shu Chen, Gareth Jones",MediaEval,18,2015,,
Gareth Jones,Blood-suckers! The Concepts of Revisionist and Anti-revisionist Mythology Introduced by the Vampire-and Werewolf-tetralogy Underworld (2003–2012),"Stefan Arvidsson, Edward Bellamy, Edward Bellamy, Edward Bellamy, Henry F Charles, John R Commons, Ulrich B Philips, Eugene A Gilmore, Helen L Sumner, John B Andrews, Charles F Irons, Charles A Russell, Jack London, Jack London, Jack London, Jack London, John Mcdowell Leawitt, George E Mcneill, Charles Nordhoff, John Humphrey Noyes, George Orwell, George Orwell, Allan Pinkerton, Terence V Powderly, Terence V Powderly, Terence V Powderly, Augustin Souchy, John Spargo, Ww Stone, Ws Tisdale, Mark Twain, Cr Ashbee, Belfort E Bax, Belfort E Bax, Belfort E Bax, Belfort E Bax, Robert Blatchford, Robert Blatchford, John Clifford, John Clifford, Walter Crane, Walter Crane, Walter Crane, Walter Crane, Walter Crane, Walter Crane, Morrison Davidson, Morrison Davidson, Percy Dearmer, Giles Fraser, Terry Eagleton, Henry Mayers Hyndman, William Morris, Charles Kingsley, William Morris, William Morris, William Morris, William Morris, William Morris, William Morris, William Morris, William Morris, William Morris, William Morris, William Morris, William Morris, William Morris, Belfort E Bax, Bernard Shaw, Bernard Shaw, Bernard Shaw, Bernard Shaw, Leo Tolstoy, Hg Wells, Hg Wells, Hg Wells, Oscar Wilde, Oscar Wilde, Oscar Wilde, Theodor W Adorno, Knut Tarnowski, Frederic Will, Theodor W Adorno, Max Horkheimer, Michail Aleksandrovič Bakunin, Benjamin R Tucker, Augst Bebel, Walter Benjamin, Walter Benjamin, Tony Benn, Aleksandr Aleksandrovič Bogdanov, Charles Rougle, Hjalmar Branting, Robert Blatchford, Ga Cohen, Ga Cohen, Josef Dietzgen, Josef Dietzgen, Friedrich Engels, Friedrich Engels, Friedrich Engels, Friedrich Engels, Anatole France, Erich Fromm, Daniel Guérin, Michael Heinrich, Émile Henry, George Woodcock, Theodor Hertzka, Theodor Hertzka, C Martin Heurlin, Erich Mühsam, Karl Kautsky, Ellen Key, Peter Alexeyevich Kropotkin, Paul Lafargue, Paul Lafargue, Vladimir Iljitj Lenin, Vladimir Iljitj Lenin, Vladimir Iljitj Lenin, Ivar Lo-Johansson, Stefan Löfven, Anatolij Lunacharsky, Rosa Luxemburg, Peter Hudis, Kevin B Anderson, Hendrik De Man, Herbert Marcuse, Karl Marx, Karl Marx, Karl Marx, Martin Nicolaus, Karl Marx, Karl Marx, Karl Marx, Karl Marx, Karl Marx, Karl Marx, Friedrich Engels, Klaus Neukrantz, Anton Pannekoek, Pierre-Joseph Proudhon, Georges Sorel, Te Hulme, Leon Trotsky, Leon Trotsky, Leon Trotsky, Leon Trotsky, Rose Strunsky, Leon Trotsky",The Style and Mythology of Socialism: Socialist Idealism 1871–1914 16 (65 …,0,2018,,
Gareth Jones,Overview of the CLEF 2019 personalised information retrieval lab (PIR-CLEF 2019),"Gabriella Pasi, Gareth Jones, Lorraine Goeuriot, Liadh Kelly, Stefania Marrara, Camilla Sanvitto",International Conference of the Cross-Language Evaluation Forum for European …,5,2019,,
Gareth Jones,"Advances in Information Retrieval: 33rd European Conference on IR Resarch, ECIR 2011, Dublin, Ireland, April 18-21, 2011, Proceedings","Paul Clough, Colum Foley, Cathal Gurrin, Gareth Jones, Wessel Kraaij, Hyowon Lee, Vanessa Murdock",Springer Science & Business Media,0,2011,,
Gareth Jones,Term conflation and blind relevance feedback for information retrieval on indian languages,"Johannes Leveling, Debasis Ganguly, Gareth Jones",Multilingual Information Access in South Asian Languages 295-309,1,2013,,
Gareth Jones,Exploring speech retrieval from meetings using the AMI corpus,"Maria Eskevich, Gareth Jones",Computer Speech & Language 28 (5) 1021-1044,8,2014,,
Gareth Jones,Sport Experience Design: Wearable Fitness Technology in the Health and Fitness Industry,"Anthony D Pizzo, Bradley J Baker, Gareth Jones, Daniel C Funk",Journal of Sport Management 1 (aop) 1-14,0,2020,,
Gareth Jones,"Experimental IR Meets Multilinguality, Multimodality, and Interaction: 8th International Conference of the CLEF Association, CLEF 2017, Dublin, Ireland, September 11–14, 2017 …","Gareth Jones, Seamus Lawless, Julio Gonzalo, Liadh Kelly, Lorraine Goeuriot, Thomas Mandl, Linda Cappellato, Nicola Ferro",Springer,7,2017,,
Gareth Jones,"TCD-DCU at LogCLEF 2009: An Analysis of Queries, Actions, and Interface Languages.","M Rami Ghorab, Johannes Leveling, Dong Zhou, Gareth Jones, Vincent Wade",CLEF (Working Notes),6,2009,,
Gareth Jones,An investigation of cross-language information retrieval for user-generated internet video,"Ahmad Khwileh, Debasis Ganguly, Gareth Jones",International Conference of the Cross-Language Evaluation Forum for European …,4,2015,,
Gareth Jones,An analysis of evaluation campaigns in ad-hoc medical information retrieval: CLEF eHealth 2013 and 2014,"Lorraine Goeuriot, Gareth Jones, Liadh Kelly, Johannes Leveling, Mihai Lupu, Joao Palotti, Guido Zuccon",Information Retrieval Journal 21 (6) 507-540,9,2018,,
Gareth Jones,Report on the CHIIR 2019 Second Workshop on Evaluation of Personalisation in Information Retrieval (WEPIR 2019),"Gareth Jones, Nicholas J Belkin, Seamus Lawless, Gabriella Pasi",SIGIR Forum 53 (1) 29-37,1,2019,,
Gareth Jones,The Curious Case of IR Explainability: Explaining Document Scores within and across Ranking Models,"Procheta Sen, Debasis Ganguly, Manisha Verma, Gareth Jones",Proceedings of the 43rd International ACM SIGIR Conference on Research and …,0,2020,,
Gareth Jones,"Towards Systematic Evaluation of Methods, Applications, and Resources for eHealth Document Analysis","Gareth Jones, Jussi Karlgren, Karl Kreiner, Henning Muller, Sanna Salanterä",,0,2012,,
Gareth Jones,Report on summarization techniques,"Liadh Kelly, Johannes Leveling, Shane Mcquillan, Sascha Kriewel, Lorraine Goeuriot, Gareth Jones",Khresmoi project deliverable D 4 (4),4,2013,,
Gareth Jones,Report on the SIGIR 2014 workshop on medical information retrieval (MedIR),"Lorraine Goeuriot, Liadh Kelly, Gareth Jones, Henning Muller, Justin Zobel",ACM SIGIR Forum 48 (2) 78-82,12,2014,,
Gareth Jones,"Experimental ir meets multilinguality, multimodality, and interaction","Josiane Mothe, Jacques Savoy, Jaap Kamps, Karen Pinel-Sauvagnat, Gareth Jones, Eric San Juan, Nicola Ferro",6th International Conference of the CLEF Association (CLEF'15),26,2015,,
Gareth Jones,Evaluation of Personalised Information Retrieval at CLEF 2017 (PIR-CLEF): Towards a Reproducible Evaluation Framework for PIR.,Gareth Jones,CLEF (Working Notes),1,2017,,
Gareth Jones,Context-driven dimensionality reduction for clustering text documents,"Debasis Ganguly, Johannes Leveling, Gareth Jones",Proceedings of the 7th Forum for Information Retrieval Evaluation 1-7,1,2015,,
Gareth Jones,Enhancing medical information retrieval by exploiting a content-based recommender method,"Wei Li, Gareth Jones",International Conference of the Cross-Language Evaluation Forum for European …,3,2015,,
Gareth Jones,Retrieving and classifying instances of source code plagiarism,"Debasis Ganguly, Gareth Jones, Aarón Ramírez-De-La-Cruz, Gabriela Ramírez-De-La-Rosa, Esaú Villatoro-Tello",Information Retrieval Journal 21 (1) 1-23,18,2018,,
Gareth Jones,Task 1a of the CLEF eHealth evaluation lab 2015: Clinical speech recognition,"Hanna Suominen, Leif Hanlen, Lorraine Goeuriot, Liadh Kelly, Gareth Jones",CLEF,13,2015,,
Gareth Jones,"I30 Results of the Arm Pain Trial: Early Return to Activity, Versus Rest, Versus Fast-Track Physiotherapy",Gareth Jones,Rheumatology 55 (suppl_1) i6-i6,0,2016,,
Gareth Jones,Report on and prototype of the translation support,"Lorraine Goeuriot, Gareth Jones, Liadh Kelly, Sascha Kriewel, Pavel Pecina",Khresmoi Project 10,4,2012,,
Gareth Jones,Report on the Second Workshop on Exploitation of Social Media for Emergency Relief and Preparedness (SMERP 2018) at the Web Conference (WWW) 2018,"Saptarshi Ghosh, Kripabandhu Ghosh, Debasis Ganguly, Tanmoy Chakraborty, Gareth Jones, Marie-Francine Moens",ACM SIGIR Forum 52 (2) 163-168,0,2019,,
Gareth Jones,Speaker impact on audience comprehension for academic presentations,"Keith Curtis, Gareth Jones, Nick Campbell",Proceedings of the 18th ACM International Conference on Multimodal …,7,2016,,
Gareth Jones,Variable stator vane assemblies,"Gareth Jones, Stephanie Maimari",US Patent 8651803,4,2014,,
Gareth Jones,A1117. LEARNING CURVE IN MINIMALLY INVASIVE TOTAL KNEE ARTHROPLASTY AS MEASURED BY POST-OPERATIVE COMPLICATION RATE,"Gareth Jones, Jp Hollingdale",Orthopaedic Proceedings 93 (SUPP_IV) 459-459,0,2011,,
Gareth Jones,Combining relevance information in a synchronous collaborative information retrieval environment,"Colum Foley, Alan F. Smeaton, Gareth Jones",Collaborative and Social Information Retrieval and Access: Techniques for …,3,2009,,
Gareth Jones,Word vector compositionality based relevance feedback using kernel density estimation,"Dwaipayan Roy, Debasis Ganguly, Mandar Mitra, Gareth Jones",Proceedings of the 25th ACM international on conference on information and …,21,2016,,
Gareth Jones,Document expansion for text-based image retrieval at CLEF 2009,"Jinming Min, Peter Wilkins, Johannes Leveling, Gareth Jones",Workshop of the Cross-Language Evaluation Forum for European Languages 172-176,2,2009,,
Gareth Jones,ECIR 2017 Workshop on Exploitation of Social Media for Emergency Relief and Preparedness (SMERP 2017),"Saptarshi Ghosh, Kripabandhu Ghosh, Debasis Ganguly, Tanmoy Chakraborty, Gareth Jones, Marie-Francine Moens",ACM SIGIR Forum 51 (1) 36-41,10,2017,,
Gareth Jones,Multilingual Information Access Evaluation II. Multimedia Experiments,"Carol Peters, Barbara Caputo, Julio Gonzalo, Gareth Jones, Jayashree Kalpathy-Cramer, Henning Muller, Theodora Tsikrika",LNCS 6242,0,2010,,
Gareth Jones,Measurements of normalized differential cross sections for tt¯ production in pp collisions at (s)= 7TeV using the ATLAS detector MEASUREMENTS of normalized differential... G …,"P Jackson, N Soni, Mj White, J Bouffard, W Edson, J Ernst, S Guindon, V Jain, Ai Butt, K Chan, P Czodrowski, Dm Gingrich, Rw Moore, Jl Pinfold, A Saddique, A Sbrizzi, H Subramania, Vaque F Vives, O Cakir, Ak Ciftci, R Ciftci, Yildiz H Duran, S Kuday, Murat Yilmaz, S Sultansoy, Cakir I Turk, Z Barnovska, N Berger, M Delmastro, L Di Ciaccio, Tko Doan, S Elles, C Goy, T Hryn’Ova, S Jézéquel, H Keoshkerian, I Koletsou, R Lafaye, J Levêque, Vp Lombardo, N Massol, H Przysiezniak, G Sauvage, E Sauvan, M Schwoerer, O Simard, T Todorov, I Wingerter-Seez, R Zitoun, L Asquith, B Auerbach, Re Blair, S Chekanov, Jt Childers, Ej Feng, At Goshaw, T Lecompte, J Love, D Malon, Dh Nguyen, L Nodulman, A Paramonov, Le Price, J Proudfoot, Ferrando Bm Salvachua, Rw Stanek, P Van Gemmeren, A Vaniachine, R Yoshida, J Zhang, E Cheu, Ka Johns, V Kaushik, Cl Lampen, W Lampl, X Lei, R Leone, P Loch, R Nayyar, F O’Grady, Jp Rutherfoord, Ma Shupe, Ew Varnes, J Veatch, A Brandt, D Côté, S Darmora, K De, A Farbin, J Griffiths, Hk Hadavand, L Heelan, Hy Kim, M Maeno, P Nilsson, N Ozturk, R Pravahan, M Sosebee, B Spurlock, Ar Stradling, G Usai, A Vartapetian, A White, J Yu, S Angelidakis, A Antonaki, S Chouridou, D Fassouliotis, N Giokaris, P Ioannou, K Iordanidou, C Kourkoumelis, A Manousakis-Katsikakis, N Tsirintanis, T Alexopoulos, M Byszewski, M Dris, En Gazis, G Iakovidis, K Karakostas, N Karastathis, S Leontsinis, S Maltezos, K Ntekas, E Panagiotopoulou, Td Papadopoulou, G Tsipolitis, S Vlachos, F Khalil-Zada, M Bosman, Armadans R Caminal, Mp Casado, M Cavalli-Sforza, Mc Conidi, A Cortes-Gonzalez, T Farooque, S Fracchia, V Giangiobbe, Parra G Gonzalez, S Grinstein, Rozas A Juste, I Korolkov, E Le Menedeu, M Martinez, Lm Mir, Berlingen J Montejo, Pages A Pacheco, Aranda C Padilla, Bueso X Portell, I Riu",Physical Review D-Particles Fields Gravitation and Cosmology 90 (7 …,0,2014,,
Gareth Jones,A Study into Annotation Ranking Metrics in Community Contributed Image Corpora,"Mark Hughes, Gareth Jones, Noel O’Connor",International Workshop on Adaptive Multimedia Retrieval 147-162,0,2012,,
Gareth Jones,"Journal of Information Retrieval, Special Issue on Medical Information Retrieval. Volume 19, Issue 1-2, April 2016.","Lorraine Goeuriot, Gareth Jones, Liadh Kelly, Henning Muller, Justin Zobel",,0,2016,,
Gareth Jones,A Systematic Review of Evidence for the Effectiveness of Practitioner-Based Complementary and Alternative Therapies in the Management of Fibromyalgia.: 966,"Gareth Jones, Priya Paudyal, Gary Macfarlane",Arthritis & Rheumatism 64,0,2012,,
Gareth Jones,The benchmark as a research catalyst: Charting the progress of geo-prediction for social multimedia,"Martha Larson, Pascal Kelm, Adam Rae, Claudia Hauff, Bart Thomee, Michele Trevisiol, Jaeyoung Choi, Olivier Van Laere, Steven Schockaert, Gareth Jones, Pavel Serdyukov, Vanessa Murdock, Gerald Friedland",Multimodal Location Estimation of Videos and Images 5-40,11,2015,,
