Research name,Publication Title,Author List,Conf/Journal Details,Citation count,Year,Filename,Ignore Y/N
Jennifer Foster,ADAPT. DCU at TREC LiveQA: A sentence retrieval based approach to live question answering,"Dasha Bogdanova, Debasis Ganguly, Jennifer Foster, Ali Hosseinzadeh Vahid",Dublin City University Dublin Ireland,2,2015,,
Jennifer Foster,Proceedings of the ACL 2012 Joint Workshop on Statistical Parsing and Semantic Processing of Morphologically Rich Languages,"Marianna Apidianaki, Ido Dagan, Jennifer Foster, Yuval Marton, Djame Seddah, Reut Tsarfaty",Proceedings of the ACL 2012 Joint Workshop on Statistical Parsing and …,0,2012,,
Jennifer Foster,Sentiment Expression Boundaries in Sentiment Polarity Classification,"Rasoul Kaljahi, Jennifer Foster",Proceedings of the 9th Workshop on Computational Approaches to Subjectivity …,0,2018,,
Jennifer Foster,Exploiting syntax in sentiment polarity classification,"Wolfgang Seeker, Adam Bermingham, Jennifer Foster, Deirdre Hogan",Dublin: Dublin City University,1,2009,,
Jennifer Foster,Semantic role labelling with minimal resources: experiments with french,"Rasoul Kaljahi, Jennifer Foster, Johann Roturier",Proceedings of the Third Joint Conference on Lexical and Computational …,7,2014,,
Jennifer Foster,The ADAPT Enhanced Dependency Parser at the IWPT 2020 Shared Task,"James Barry, Joachim Wagner, Jennifer Foster",Proceedings of the 16th International Conference on Parsing Technologies and …,0,2020,,
Jennifer Foster,Dcu-uvt: Word-level language classification with code-mixed data,"Utsab Barman, Joachim Wagner, Grzegorz Chrupała, Jennifer Foster",Proceedings of the First Workshop on Computational Approaches to Code …,22,2014,,
Jennifer Foster,Is It Dish Washer Safe? Automatically Answering “Yes/No” Questions Using Customer Reviews,"Daria Dzendzik, Carl Vogel, Jennifer Foster",Proceedings of the 2019 Conference of the North American Chapter of the …,0,2019,,
Jennifer Foster,Syntax and semantics in quality estimation of machine translation,"Rasoul Kaljahi, Jennifer Foster, Johann Roturier",Proceedings of SSST-8 Eighth Workshop on Syntax Semantics and Structure in …,3,2014,,
Jennifer Foster,Universal Dependencies Treebanks 1.2 (see http://universaldependencies. org/),"Joakim Nivre, Željko Agic, Maria Jesus Aranzabe, Masayuki Asahara, Aitziber Atutxa, Miguel Ballesteros, John Bauer, Kepa Bengoetxea, Riyaz Ahmad Bhat, Cristina Bosco, Sam Bowman, Giuseppe Ga Celano, Miriam Connor, Marie Catherine De Marneffe, Arantza Diaz De Ilarraza, Kaja Dobrovoljc, Timothy Dozat, Tomaž Erjavec, Richárd Farkas, Jennifer Foster, Daniel Galbraith, Filip Ginter, Iakes Goenaga, Koldo Gojenola, Yoav Goldberg, Berta Gonzales, Bruno Guillaume, Jan Hajič, Dag Haug, Radu Ion, Elena Irimia, Anders Johannsen, Hiroshi Kanayama, Jenna Kanerva, Simon Krek, Veronika Laippala, Alessandro Lenci, Nikola Ljubesic, Teresa Lynn, Christopher Manning, Cătălina Mărănduc, David Mareček, Héctor Alonso Martínez, Jan Mašek, Yuji Matsumoto, Ryan Mcdonald, Anna Missilä, Verginica Mititelu, Yusuke Miyao, Simonetta Montemagni, Shunsuke Mori, Hanna Nurmi, Petya Osenova, Lilja Øvrelid, Elena Pascual, Marco Passarotti, Cenel Augusto Perez, Slav Petrov, Jussi Piitulainen, Barbara Plank, Martin Popel, Prokopis Prokopidis, Sampo Pyysalo, Loganathan Ramasamy, Rudolf Rosa, Shadi Saleh, Sebastian Schuster, Wolfgang Seeker, Mojgan Seraji, Natalia Silveira, Maria Simi, Radu Simionescu, Katalin Simkó, Kiril Simov, Aaron Smith, Jan Štěpánek, Alane Suhr, Zsolt Szántó, Takaaki Tanaka, Reut Tsarfaty, Sumire Uematsu, Larraitz Uria, Viktor Varga, Veronika Vincze, Zdeněk Žabokrtský, Daniel Zeman, Hanzhi Zhu",,0,2015,,
