Research name,Publication Title,Author List,Conf/Journal Details,Citation count,Year,Filename,Ignore Y/N
Annalina Caputo,Encoding syntactic dependencies by vector permutation,"Pierpaolo Basile, Annalina Caputo, Giovanni Semeraro",Proceedings of the GEMS 2011 Workshop on GEometrical Models of Natural …,13,2011,,
Annalina Caputo,A study on compositional semantics of words in distributional spaces,"Pierpaolo Basile, Annalina Caputo, Giovanni Semeraro",2012 IEEE Sixth International Conference on Semantic Computing 154-161,5,2012,,
Annalina Caputo,A Factored Relevance Model for Contextual Point-of-Interest Recommendation,"Anirban Chakraborty, Debasis Ganguly, Annalina Caputo, Seamus Lawless",Proceedings of the 2019 ACM SIGIR International Conference on Theory of …,2,2019,,
Annalina Caputo,Distributional Semantics for Answer Re-ranking in Question Answering.,"Piero Molino, Pierpaolo Basile, Annalina Caputo, Pasquale Lops, Giovanni Semeraro",IIR 100-103,0,2013,,
Annalina Caputo,Entity Attribute Ranking Using Learning to Rank,"Esraa Ali, Annalina Caputo, Seamus Lawless",Workshop on Knowledge Graphs and Semantics for Text Retrieval and Analysis …,5,2017,,
Annalina Caputo,From fusion to re-ranking: a semantic approach,"Annalina Caputo, Pierpaolo Basile, Giovanni Semeraro",Proceedings of the 33rd international ACM SIGIR conference on Research and …,3,2010,,
Annalina Caputo,UNIBA: Exploiting a distributional semantic model for disambiguating and linking entities in tweets,"Pierpaolo Basile, Annalina Caputo, Giovanni Semeraro, Fedelucio Narducci",Making Sense of Microposts (# Microposts2015),12,2015,,
Annalina Caputo,Exploiting disambiguation and discrimination in information retrieval systems,"Pierpaolo Basile, Annalina Caputo, Giovanni Semeraro",2009 IEEE/WIC/ACM International Joint Conference on Web Intelligence and …,4,2009,,
Annalina Caputo,UNIBA-SENSE@ CLEF 2009: Robust WSD Task,"Pierpaolo Basile, Annalina Caputo, Giovanni Semeraro",Workshop of the Cross-Language Evaluation Forum for European Languages 150-157,5,2009,,
Annalina Caputo,Semantic Vectors: an Information Retrieval Scenario,"Pierpaolo Basile, Annalina Caputo, Giovanni Semeraro",IIR 1-5,6,2010,,
Annalina Caputo,Diachronic analysis of the italian language exploiting google ngram,"Pierpaolo Basile, Annalina Caputo, Roberta Luisi, Giovanni Semeraro",CLiC it 56,18,2016,,
Annalina Caputo,A Query Algebra for Quantum Information Retrieval.,"Annalina Caputo, Benjamin Piwowarski, Mounia Lalmas",IIR,7,2011,,
Annalina Caputo,Learning to rank entity relatedness through embedding-based features,"Pierpaolo Basile, Annalina Caputo, Gaetano Rossiello, Giovanni Semeraro",International Conference on Applications of Natural Language to Information …,10,2016,,
Annalina Caputo,Orthogonal Negation for Document Re-ranking.,"Pierpaolo Basile, Annalina Caputo, Giovanni Semeraro",IIR 14-17,0,2012,,
Annalina Caputo,An Automatic Procedure for Generating Datasets for Conversational Recommender Systems,"Alessandro Suglia, Claudio Greco, Pierpaolo Basile, Giovanni Semeraro, Annalina Caputo",Working Notes of CLEF 2017 - Conference and Labs of the Evaluation Forum …,11,2017,,
Annalina Caputo,UNIBA: Distributional semantics for textual similarity,"Annalina Caputo, Pierpaolo Basile, Giovanni Semeraro",* SEM 2012: The First Joint Conference on Lexical and Computational …,3,2012,,
Annalina Caputo,Overview of the EVALITA 2016 question answering for frequently asked questions (QA4FAQ) task,"Annalina Caputo, Marco De Gemmis, Pasquale Lops, Francesco Lovecchio, Vito Manzari, Acquedotto Pugliese Aqp Spa",of the Final Workshop 7 December 2016 Naples 124,13,2016,,
Annalina Caputo,Diachronic Analysis of Entities by Exploiting Wikipedia Page revisions,"Pierpaolo Basile, Annalina Caputo, Seamus Lawless, Giovanni Semeraro",International Conference on Recent Advances in Natural Language Processing …,0,2019,,
Annalina Caputo,CoRE: a cold-start resistant and extensible recommender system,"Mostafa Bayomi, Annalina Caputo, Matthew Nicholson, Anirban Chakraborty, Seamus Lawless",Proceedings of the 34th ACM/SIGAPP Symposium on Applied Computing 1679-1682,0,2019,,
Annalina Caputo,Modeling concepts and their relationships for corpus-based query auto-completion,"Gaetano Rossiello, Annalina Caputo, Pierpaolo Basile, Giovanni Semeraro",Open Computer Science 9 (1) 212-225,0,2019,,
Annalina Caputo,Temporal Random Indexing: a Tool for Analysing Word Meaning Variations in News.,"Pierpaolo Basile, Annalina Caputo, Giovanni Semeraro",NewsIR@ ECIR 39-41,3,2016,,
Annalina Caputo,From Terms to Concepts: A Revisited Approach to Local Context Analysis.,"Annalina Caputo, Pierpaolo Basile, Giovanni Semeraro",IIR,0,2011,,
Annalina Caputo,UNIBA-CORE: Combining Strategies for Semantic Textual Similarity,"Annalina Caputo, Pierpaolo Basile, Giovanni Semeraro",Second Joint Conference on Lexical and Computational Semantics (* SEM …,0,2013,,
