Research name,Publication Title,Author List,Conf/Journal Details,Citation count,Year,Filename,Ignore Y/N
Tomas Ward,JMIR Rehabilitation and Assistive Technologies,"Alessandro Peretti, Francesco Amenta, Seyed Tayebati, Giulio Nittari, Syed Mahdi, Thomas Stütz, Gerlinde Emsenhuber, Daniela Huber, Michael Domhardt, Martin Tiefengrabner, Gertie Oostingh, Ulrike Fötschl, Nicholas Matis, Simon Ginzinger, Martin O’Reilly, Joe Duffin, Tomas Ward, Brian Caulfield, Stephan Huber, Janosch Priebe, Kaja-Maria Baumann, Anne Plidschun, Christine Schiessl, Thomas Tölle, Hendrik Buimer, Monique Tabak, Lex Van Velsen, Thea Van Der Geest, Hermie Hermens, Luca Lonini, Aakash Gupta, Susan Deems-Dluhy, Shenan Hoppe-Ludwig, Konrad Kording, Arun Jayaraman",JMIR 4 (2),1,2017,,
Tomas Ward,"Cognitive Performance, Quality and Quantity of Movement Reflect Psychological Symptoms in Adolescents","Maedeh Mansoubi, Benjamin David Weedon, Patrick Esser, Nancy Mayo, Mina Fazel, Will Wade, Tomas Ward, Steve Kemp, Anne Delextrat, Helen Dawes",Journal of Sports Science & Medicine 19 (2) 364,0,2020,,
Tomas Ward,Investigating NIRS-measured cortical activation to detect the occurrence of attention deficits during a task of sustained attention,"Gerard Derosiere, Maxime Billot, Stephane Perrey, Tomas Ward, Gerard Dray",34th IEEE Conference-Engeneering in Medicine and Biology Society,0,2012,,
Tomas Ward,Mobile app to streamline the development of wearable sensor-based exercise biofeedback systems: system development and evaluation,"Martin O’Reilly, Joe Duffin, Tomas Ward, Brian Caulfield",JMIR rehabilitation and assistive technologies 4 (2) e9,9,2017,,
Tomas Ward,Massively parallel reasoning under the well-founded semantics using X10,"Ilias Tachmazidis, Long Cheng, Spyros Kotoulas, Grigoris Antoniou, Tomas Ward",2014 IEEE 26th International Conference on Tools with Artificial …,4,2014,,
Tomas Ward,Adaptations of motor neural structures’ activity to lapses in attention,"Gérard Derosière, Maxime Billot, Tomas Ward, Stephane Perrey",Cerebral cortex 25 (1) 66-74,31,2015,,
Tomas Ward,An information-based dynamic extrapolation model for networked virtual environments,"Xin Zhang, Tomas Ward, Seamus Mcloone",ACM Transactions on Multimedia Computing Communications and Applications …,3,2012,,
Tomas Ward,Expectations induced by natural-like temporal fluctuations are independent of attention decrement: evidence from behavior and early visual evoked potentials,"Gerard Derosiere, Nicolas Farrugia, Stephane Perrey, Tomas Ward, Kjerstin Torre",Neuroimage 104 278-286,9,2015,,
Tomas Ward,Comparison of online vs offline effects of HD-tDCS induced modulation of cortical sensorimotor networks using a combined fNIRS-EEG setup,"Makii Muthalib, Amit Dutta, P Besson, John Rothwell, Tomas Ward, Stephane Perrey",Poster presented at the International Society on Oxygen Transport to Tissues …,1,2014,,
Tomas Ward,Technology in Rehabilitation: Evaluating the Single Leg Squat Exercise with Wearable Inertial Measurement Units,"Martin O’Reilly, Tomas Ward, Eamonn Delahunt, Brian Caulfield",Methods of Information in Medicine 55 (6) 88-94,0,2017,,
Tomas Ward,Article 15 (25 pages)-Controlling Entity State Updates to Maintain Remote Consistency within a Distributed Interactive Application,"Alan Kenny, Seamus McLoone, Tomas Ward",ACM Transactions on Internet Technology 9 (4),0,2009,,
Tomas Ward,Towards a near infrared spectroscopy-based estimation of operator attentional state,"Gerard Derosiere, Sami Dalhoumi, Stephane Perrey, Gerard Dray, Tomas Ward",PloS one 9 (3) e92045,31,2014,,
Tomas Ward,Triple wavelength LED driver for optical brain–computer interfaces,"Cj Soraghan, Charles Markham, F Matthews, Tomas Ward",Electronics letters 45 (8) 392-394,7,2009,,
Tomas Ward,Nested similarity in matrix theory,"Annraoi De Paor, Tomas Ward",Mathematical Proceedings of the Royal Irish Academy 120 (1) 19-24,0,2020,,
Tomas Ward,Subject-to-subject adaptation to reduce calibration time in motor imagery-based brain-computer interface,"Mahnaz Arvaneh, Ian Robertson, Tomas Ward",2014 36th Annual International Conference of the IEEE Engineering in …,22,2014,,
Tomas Ward,Technology in rehabilitation: evaluating the single leg squat exercise with wearable inertial measurement units,"Darragh Whelan, Martin O’Reilly, Tomas Ward, Eamonn Delahunt, Brian Caulfield",Methods Inf Med 56 (2) 88-94,22,2017,,
Tomas Ward,An enhanced dead reckoning model for physics-aware multiplayer computer games,"Seamus McLoone, Patrick J Walsh, Tomas Ward",2012 IEEE/ACM 16th International Symposium on Distributed Simulation and …,8,2012,,
Tomas Ward,Artifact removal in physiological signals—Practices and possibilities,"Kevin Sweeney, Tomas Ward, Seán McLoone",IEEE transactions on information technology in biomedicine 16 (3) 488-500,231,2012,,
Tomas Ward,Using Gaussian Process Models for Near-Infrared Spectroscopy Data Interpolation,"Darren J Leamy, Tomas Ward, Jus Kocijan",,2,2010,,
Tomas Ward,A simple bio-signals quality measure for in-home monitoring,"Kevin Sweeney, Sean F Mcloone, Tomas Ward",,10,2010,,
Tomas Ward,Adaptation of motor preparation to lapses in attention: a transcranial magnetic stimulation study,"Gerard Derosiere, Maxime Billot, Stephane Perrey, Tomas Ward",11th French Society of Neurosciences Conference,0,2013,,
Tomas Ward,Similar scaling of contralateral and ipsilateral cortical responses during graded unimanual force generation,"Gerard Derosiere, Francois Alexandre, Nicolas Bourdillon, Kevin Mandrick, Tomas Ward, Stephane Perrey",Neuroimage 85 471-477,59,2014,,
Tomas Ward,EEG-fNIRS fusion for Practical Brain Computer Interfaces,Tomas Ward,,0,2011,,
Tomas Ward,Technology in rehabilitation: Comparing personalised and global classification methodologies in evaluating the squat exercise with wearable IMUs,"Darragh Whelan, Martin O’Reilly, Tomas Ward, Eamonn Delahunt, Brian Caulfield",Methods of Information in Medicine 56 (05) 361-369,3,2017,,
Tomas Ward,Facilitating motor imagery-based brain–computer interface for stroke patients using passive movement,"Mahnaz Arvaneh, Cuntai Guan, Kai Keng Ang, Tomas Ward, Karen Sg Chua, Christopher Wee Keong Kuah, Gopal Joseph Ephraim Joseph, Kok Soon Phua, Chuanchu Wang",Neural Computing and Applications 28 (11) 3259-3272,23,2017,,
Tomas Ward,Technology in strength and conditioning: assessing bodyweight squat technique with wearable sensors,"Martin O’Reilly, Darragh Whelan, Tomas Ward, Eamonn Delahunt, Brian Caulfield",The Journal of Strength & Conditioning Research 31 (8) 2303-2312,9,2017,,
Tomas Ward,A novel co-locational and concurrent fNIRS/EEG measurement system: Design and initial results,"Darren J Leamy, Tomas Ward",2010 Annual International Conference of the IEEE Engineering in Medicine and …,14,2010,,
Tomas Ward,Validation Of Polymer Sensors To Measure The Mechanics Of Ventilation Using Body Plethysmography,"Mary M Tuohy, Shirley Coyle, Tomas Ward, Thomas Kelly, Jim Egan",D107. ADVANCES IN THE CLINICAL ASSESSMENT OF LUNG FUNCTION A6300-A6300,0,2011,,
Tomas Ward,Towards intelligent user interfaces: anticipating actions in computer games,"Hendrik Koesling, Alan Kenny, Andrea Finke, Helge Ritter, Seamus Mcloone, Tomas Ward",Proceedings of the 1st Conference on Novel Gaze-Controlled Applications 1-8,9,2011,,
Tomas Ward,Effects of feedback latency on p300-based brain-computer interface,"Mahnaz Arvaneh, Tomas Ward, Ian Robertson",2015 37th Annual International Conference of the IEEE Engineering in …,1,2015,,
Tomas Ward,Improving memory performance using a wearable BCI,"Mahnaz Arvaneh, R Mc Cormack, Tomas Ward, Ian Robertson",Brain-Computer Interfaces,1,2016,,
Tomas Ward,A methodology for validating artifact removal techniques for fNIRS,"Kevin Sweeney, Hasan Ayaz, Tomas Ward, Meltem Izzetoglu, Seán McLoone, Banu Onaral",2011 Annual International Conference of the IEEE Engineering in Medicine and …,16,2011,,
Tomas Ward,Runtime Characterisation of Triple Stores: An Initial Investigation,"Cheng Long, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",IET Conference Proceedings,0,2012,,
Tomas Ward,Robust and skew-resistant parallel joins in shared-nothing systems,"Long Cheng, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",Proceedings of the 23rd ACM International Conference on Conference on …,36,2014,,
Tomas Ward,The beathealth project: Application to a ubiquitous computing and music framework,"Joseph Timoney, Sean O’Leary, Dawid Czesak, Victor Lazzarini, Eoghan Conway, Tomas Ward, Rudi Villing",Journal of Cases on Information Technology (JCIT) 17 (4) 29-52,1,2015,,
Tomas Ward,"Hybrid optical–electrical brain computer interfaces, practices and possibilities",Tomas Ward,Towards Practical Brain-Computer Interfaces 17-40,8,2012,,
Tomas Ward,Investigating the Application of Transfer Learning to Neural Time Series Classification,"Damien Kearney, Seamus Mcloone, Tomas Ward",2019 30th Irish Signals and Systems Conference (ISSC) 1-5,0,2019,,
Tomas Ward,Intelligent artifact classification for ambulatory physiological signals,"Kevin Sweeney, Darren J Leamy, Tomas Ward, Seán McLoone",2010 Annual International Conference of the IEEE Engineering in Medicine and …,16,2010,,
Tomas Ward,Sensor Signal Conditioning for Biomedical Instrumentation,Tomas Ward,Telehealth and Mobile Health 575-604,0,2015,,
Tomas Ward,Evaluating squat performance with a single inertial measurement unit,"Martin O’Reilly, Darragh Whelan, Charalampos Chanialidis, Nial Friel, Eamonn Delahunt, Tomas Ward, Brian Caulfield",2015 IEEE 12th International Conference on Wearable and Implantable Body …,20,2015,,
Tomas Ward,A physics-aware dead reckoning technique for entity state updates in distributed interactive applications,"Patrick J Walsh, Tomas Ward, Séamus McLoone",IET Digital Library,0,2012,,
Tomas Ward,A consistency regulation algorithm for client-server-based multiplayer computer games,"Séamus McLoone, Damian Wynne, Aaron B Mccoy, Tomas Ward",IET Digital Library,1,2012,,
Tomas Ward,Brain plasticity and motor skill competence development in adolescents with poor motor skill acquisition and performance: Trial Protocol for a controlled experimental paradigm,"Patrick Esser, Benjamin D Weedon, Andy Meaney, Anne Delextrat, Wala Mahmoud, Piergiorgio Salvan, Thomas Wassenaar, Shawn Joshi, Yan-Ci Liu, Steve Kemp, Tomas Ward, Heidi Johansen-Berg, Helen Dawes",DOI 10.17605/OSF.IO/W8GJ6,0,2019,,
Tomas Ward,"Feature-free activity classification of inertial sensor data with machine vision techniques: method, development, and evaluation","José Juan Dominguez, Martin O’Reilly, Darragh Whelan, Brian Caulfield, Tomas Ward",JMIR mHealth and uHealth 5 (8) e115,17,2017,,
Tomas Ward,Combined Ambient and Wearable Sensors for Gesture-Based Environmental Control in the Home,"Aodhan Coffey, Tomas Ward",Recent Advances in Ambient Intelligence and Context-Aware Computing 1-21,1,2015,,
Tomas Ward,Runtime characterisation of triple stores: An initial investigation,"Long Cheng, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",IET Digital Library,4,2012,,
Tomas Ward,Exploring an information framework for consistency maintenance in distributed interactive applications,"Xin Zhang, Tomas Ward, Séamus McLoone",2009 13th IEEE/ACM International Symposium on Distributed Simulation and …,6,2009,,
Tomas Ward,A novel BCI-controlled pneumatic glove system for home-based neurorehabilitation,"Aodhan Coffey, Darren J Leamy, Tomas Ward",2014 36th Annual International Conference of the IEEE Engineering in …,22,2014,,
Tomas Ward,Robust and efficient large-large table outer joins on distributed infrastructures,"Long Cheng, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",European Conference on Parallel Processing 258-269,24,2014,,
Tomas Ward,Fast compression of large semantic web data using X10,"Long Cheng, Avinash Malik, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",IEEE Transactions on Parallel and Distributed Systems 27 (9) 2603-2617,9,2015,,
Tomas Ward,A Neuro-AI Interface: Learning DNNs from the Human Brain,"Zhengwei Wang, Qi She, Eoin Brophy, Alan F. Smeaton, Tomas Ward, Graham Healy",,0,2019,,
Tomas Ward,Classification of deadlift biomechanics with wearable inertial measurement units,"Martin O’Reilly, Darragh Whelan, Tomas Ward, Eamonn Delahunt, Brian Caulfield",Journal of biomechanics 58 155-161,16,2017,,
Tomas Ward,Employing ensemble empirical mode decomposition for artifact removal: Extracting accurate respiration rates from ECG data during ambulatory activity,"Kevin Sweeney, Damien Kearney, Tomas Ward, Shirley Coyle, Dermot Diamond",2013 35th Annual International Conference of the IEEE Engineering in …,19,2013,,
Tomas Ward,A Review of the State of the Art in Artifact Removal Technologies as used in an Assisted Living Domain,"Kevin Sweeney, D Kelly, Tomas Ward, Sean F Mcloone",IET Digital Library,1,2011,,
Tomas Ward,A p300-based brain-computer interface for improving attention,"Mahnaz Arvaneh, Ian Robertson, Tomas Ward",Frontiers in human neuroscience 12 524,9,2019,,
Tomas Ward,A Potential Tool for the Design and Analysis of Patient-Robot Interaction Strategies,"Aodhan Coffey, Tomas Ward, Richard H Middleton",,0,2011,,
Tomas Ward,Technology in strength and conditioning tracking lower-limb exercises with wearable sensors,"Martin O’Reilly, Darragh Whelan, Tomas Ward, Eamonn Delahunt, Brian Caulfield",The Journal of Strength & Conditioning Research 31 (6) 1726-1736,11,2017,,
Tomas Ward,Evaluating performance of the lunge exercise with multiple and individual inertial measurement units,"Darragh Whelan, Martin O’Reilly, Tomas Ward, Eamonn Delahunt, Brian Caulfield",Pervasive Health 2016: 10th EAI International Conference on Pervasive …,18,2016,,
Tomas Ward,Controlling entity state updates to maintain remote consistency within a distributed interactive application,"Alan Kenny, Séamus McLoone, Tomas Ward",ACM Transactions on Internet Technology (TOIT) 9 (4) 1-25,7,2009,,
Tomas Ward,La détection des états mentaux des utilisateurs par des signaux hémodynamiques mesurés par NIRS,"Stephane Perrey, Gerard Derosiere, Gerard Dray, Tomas Ward",Annals of Physical and Rehabilitation Medicine e377,0,2013,,
Tomas Ward,"Quantifying the concentration of glucose, urea, and lactic acid in mixture by confocal Raman microscopy","Zhengyuan Tang, Sinead J Barton, Tomas Ward, John Lowry, Michelle Doran, Hugh J Byrne, Bryan M Hennelly",Biophotonics: Photonic Solutions for Better Health Care VI 10685 106850V,0,2018,,
Tomas Ward,Revealing Cortical Activation Patterns of Novel Task Performance in Children With Low Coordination via fNIRS,"Shawn Joshi, Benjamin David Weedon, Patrick Esser, Y Liu, Dn Springett, Andrew Meaney, Anne Delextrat, Steve Kemp, Tomas Ward, Hasan Ayaz, Helen Dawes",Front. Hum. Neurosci. Conference Abstract: 2nd International Neuroergonomics …,2,2018,,
Tomas Ward,Overview of optical BCI research at NUI Maynooth,"C Soraghan, M Charles, F Matthews, Tomas Ward",NUIM,0,2009,,
Tomas Ward,A review of Raman for multicomponent analysis,"Sinead J Barton, Bryan M Hennelly, Tomas Ward, Katarina Domijan, John Lowry",Biophotonics: Photonic Solutions for Better Health Care IV 9129 91290C,4,2014,,
Tomas Ward,A closed-loop BCI system for rehabilitation of the hemiplegic upper-limb: A performance study of the systems ability to detect intention of movement,"Juliette Hurtier, Leh Van Dokkum, Sami Dalhoumi, Aodhan Coffey, Stephane Perrey, Claire Jourdan, Gerard Dray, Tomas Ward, Jerôme Froger, Isabelle Laffont",Annals of physical and rehabilitation medicine 59 e88,4,2016,,
Tomas Ward,Slacking in the context of agent-based assessment in virtual rehabilitation systems,"Aodhan Coffey, Tomas Ward",2014 36th Annual International Conference of the IEEE Engineering in …,0,2014,,
Tomas Ward,The Pursuit of Flow in the Design of Rehabilitation Systems for Ambient Assisted Living,"Anthea M Middleton, Tomas Ward",,0,2012,,
Tomas Ward,A Fully Parallel Framework for Analyzing RDF Data.,"Long Cheng, Spyros Kotoulas, Tomas Ward, Georgios Theodoropoulos",International Semantic Web Conference (Posters & Demos) 289-292,1,2014,,
Tomas Ward,Validation of low-cost wireless EEG system for measuring event-related potentials,"Yongxiang Wang, Zhengwei Wang, William Clifford, Charles Markham, Tomas Ward, Catherine Deegan",2018 29th Irish Signals and Systems Conference (ISSC) 1-6,1,2018,,
Tomas Ward,A novel approach to using machine learning algorithms for fraud detection in real world data from wrist worn wearable devices,"Willie Muehlhausen, Lili Zhang, Eoin Brophy, Tomas Ward",QUALITY OF LIFE RESEARCH 28 S177-S178,0,2019,,
Tomas Ward,The use of ensemble empirical mode decomposition with canonical correlation analysis as a novel artifact removal technique,"Kevin Sweeney, Sean F Mcloone, Tomas Ward",IEEE transactions on biomedical engineering 60 (1) 97-105,178,2012,,
Tomas Ward,Combining fNIRS and EEG to improve motor cortex activity classification during an imagined movement-based task,"Darren J Leamy, Ronan Collins, Tomas Ward",International Conference on Foundations of Augmented Cognition 177-185,32,2011,,
Tomas Ward,The beathealth project: Synchronising movement and music,"Joseph Timoney, Tomas Ward, Rudi Villing, Victor Lazzarini, Eoghan Conway, Dawid Czesak",Cadernos de Informática 8 (4) 46-56,3,2014,,
Tomas Ward,PNS309 UTILIZING MACHINE LEARNING AND ECG DATA FOR CONTINUOUS USER AUTHENTICATION OF PATIENTS DURING A CLINICAL TRIAL,"Willie Muehlhausen, C Smyth, B Cardiff, Tomas Ward",Value in Health 22 S816,0,2019,,
Tomas Ward,MindMusic: playful and social installations at the interface between music and the brain,"Tim Mullen, Alexander Khalil, Tomas Ward, John Iversen, Grace Leslie, Richard Warp, Matt Whitman, Victor Minces, Aaron Mccoy, Alejandro Ojeda, Nima Bigdely-Shamlo, Mike Chi, David Rosenboom",More Playful User Interfaces 197-229,16,2015,,
Tomas Ward,NIRS-measured prefrontal cortex activity in neuroergonomics: strengths and weaknesses,"Gérard Derosière, Kevin Mandrick, Gerard Dray, Tomas Ward, Stephane Perrey",Frontiers in human neuroscience 7 583,54,2013,,
Tomas Ward,How mindsets affect visual processing: Action control and anticipation in computer games,"Hendrik Koesling, Alan Kenny, Seamus Mcloone, Tomas Ward",5th Scandinavian Workshop on Applied Eye Tracking SWAET 2010,0,2010,,
Tomas Ward,Methods of pattern classification for the design of a NIRS-based brain computer interface.,"Sami Dalhoumi, Gerard Dray, Jacky Montmain, Gerard Derosiere, Stephane Perrey, Tomas Ward",Ecole des Mines d'Alès,0,2013,,
Tomas Ward,Game Theory: A Potential Tool for the Design and Analysis of Patient-Robot Interaction Strategies,"Aodhan Coffey, Tomas Ward, Richard H Middleton",Pervasive and Ubiquitous Technology Innovations for Ambient Intelligence …,2,2013,,
Tomas Ward,PNS230 USING MACHINE LEARNING FOR SIGNAL DETECTION IN REALWORLD DATA FROM WRISTWORN WEARABLE DEVICES TO IDENTIFY FRAUDULENT BEHAVIOUR,"Willie Muehlhausen, L Zhang, L Smith, Tomas Ward",Value in Health 22 S325,0,2019,,
Tomas Ward,Optimizing consistency by maximizing bandwidth usage in distributed interactive applications,"Damien Marshall, Séamus McLoone, Tomas Ward",ACM Transactions on Multimedia Computing Communications and Applications …,8,2010,,
Tomas Ward,Improving Task Performance through High Level Shared Control of Multiple Robots with a Context Aware Human-Robot Interface,"Simon O’Keeffe, Tomas Ward, Rudi Villing",2016 International Conference on Autonomous Robot Systems and Competitions …,1,2016,,
Tomas Ward,Detecting the user mental states from the NIRS-measured hemodynamic signals,"Stephane Perrey, Gerard Derosiere, Gerard Dray, Tomas Ward",Annals of Physical and Rehabilitation Medicine 56 (1) e379,0,2013,,
